,Y,Yhat,confidence
383,7,7,0.3530706763267517
384,7,8,0.7474014759063721
385,7,7,0.7838380336761475
386,7,7,0.9203742742538452
387,7,7,0.9112300276756288
388,7,7,0.9714102149009703
389,7,8,0.718000054359436
390,7,7,0.535636305809021
391,7,7,0.9825092554092408
392,7,7,0.9759159088134766
393,7,8,0.8840553760528564
394,7,7,0.9403235912322998
395,7,7,0.9463397264480592
396,7,1,0.2870075404644012
397,7,7,0.9876519441604614
398,7,8,0.9450554251670836
399,7,7,0.9910522103309632
400,8,8,0.9874486327171326
401,8,8,0.9581520557403564
402,8,8,0.9490207433700562
403,8,8,0.5080126523971558
404,8,8,0.6908102631568909
405,8,8,0.9976686835289
406,8,8,0.9857327342033386
407,8,8,0.9186331629753112
408,8,8,0.9799773693084716
409,8,8,0.9916648268699646
410,8,8,0.9974048733711244
411,8,8,0.9937817454338074
412,8,8,0.9776629209518432
413,8,8,0.9381030201911926
414,8,8,0.9854587316513062
415,8,8,0.8445242643356323
416,8,8,0.7638505101203918
417,8,8,0.6112199425697327
418,8,8,0.880692720413208
419,8,137,0.9993045330047609
420,8,8,0.895046055316925
421,8,8,0.8622485995292664
422,8,8,0.9994226694107056
423,8,7,0.7150579690933228
424,8,8,0.9260712265968324
425,8,8,0.897341251373291
426,8,8,0.8816831111907959
427,8,7,0.6157735586166382
428,8,8,0.919477880001068
429,8,8,0.8615126609802246
430,8,8,0.8610605001449585
431,8,7,0.8024207353591919
432,8,8,0.95693039894104
433,8,8,0.9905423521995544
434,8,8,0.7344327569007874
435,8,8,0.9924880266189576
436,8,8,0.9945460557937622
437,8,7,0.5474755167961121
438,8,8,0.9881139397621156
439,8,8,0.9581900238990784
440,8,8,0.7536578178405762
441,8,8,0.6386082768440247
442,8,8,0.977382242679596
443,8,338,0.4380775690078735
444,8,8,0.9605093002319336
445,8,8,0.9813226461410522
446,8,8,0.981979250907898
447,8,8,0.9929785132408142
448,8,8,0.9929099678993224
449,8,8,0.9970152378082277
450,9,9,0.9999300241470336
451,9,9,0.9998739957809448
452,9,9,0.9997630715370178
453,9,9,0.9999958276748656
454,9,9,0.999992847442627
455,9,9,0.9999699592590332
456,9,9,0.9990856647491456
457,9,9,0.9927883744239808
458,9,9,0.9998573064804076
459,9,9,0.9998779296875
460,9,9,0.9999263286590576
461,9,9,0.9994930028915404
462,9,9,0.999487280845642
463,9,9,0.9999626874923706
464,9,9,0.9999624490737916
465,9,9,0.9980707764625548
466,9,9,0.999849796295166
467,9,9,0.9999802112579346
468,9,9,0.9999722242355348
469,9,9,0.9999780654907228
470,9,9,0.997490644454956
471,9,9,0.9977490305900574
472,9,9,0.9957742094993592
473,9,9,0.7084816098213196
474,9,9,0.9999654293060304
475,9,9,0.9983598589897156
476,9,9,0.9999768733978271
477,9,9,0.9999841451644896
478,9,9,0.999958038330078
479,9,9,0.999974250793457
480,9,9,0.8922365307807922
481,9,9,0.9999055862426758
482,9,9,0.998958706855774
483,9,9,0.9999901056289672
484,9,9,0.9999948740005492
485,9,9,0.9948167204856871
486,9,9,0.9999995231628418
487,9,9,0.999915599822998
488,9,9,0.9997639060020448
489,9,9,0.9999727010726928
490,9,9,0.9986708164215088
491,9,9,0.9958022236824036
492,9,9,0.9956334233283995
493,9,9,0.999578058719635
494,9,9,0.9999969005584716
495,9,9,0.9998663663864136
496,9,9,0.9998016953468324
497,9,9,0.9999866485595704
498,9,9,0.9933617115020752
499,9,9,0.9997876286506652
500,10,10,0.7634114623069763
501,10,10,0.9994074106216432
502,10,10,0.9990720748901368
503,10,10,0.999857783317566
504,10,10,0.9981935620307922
505,10,10,0.997597873210907
506,10,10,0.6799278855323792
507,10,10,0.9990525841712952
508,10,10,0.9999654293060304
509,10,10,0.9999080896377563
510,10,10,0.999053418636322
511,10,10,0.9992536902427672
512,10,10,0.9011548161506652
513,10,10,0.9051526188850404
514,10,13,0.9512320160865784
515,10,10,0.996800184249878
516,10,10,0.9998962879180908
517,10,10,0.999904990196228
518,10,10,0.983095109462738
519,10,10,0.9998016953468324
520,10,10,0.9975318908691406
521,10,10,0.9499408006668092
522,10,10,0.9845327734947203
523,10,10,0.9997859597206116
524,10,10,0.9983115196228028
525,10,10,0.9776266813278198
526,10,10,0.9998706579208374
527,10,10,0.9995982050895692
528,10,10,0.9014942049980164
529,10,10,0.9994770884513856
530,10,10,0.9998685121536256
531,10,10,0.999896764755249
532,10,10,0.9990997314453124
533,10,10,0.9971940517425536
534,10,10,0.9011423587799072
535,10,10,0.5976916551589966
536,10,10,0.995267391204834
537,10,10,0.9990501999855042
538,10,10,0.992577850818634
539,10,10,0.998106837272644
540,10,10,0.9956337809562684
541,10,10,0.9702500104904176
542,10,10,0.9999673366546632
543,10,10,0.999766170978546
544,10,10,0.8578087687492371
545,10,10,0.9906508922576904
546,10,11,0.7673887014389038
547,10,10,0.9784760475158693
548,10,10,0.9999779462814332
549,10,10,0.999925136566162
550,11,11,0.9999403953552246
551,11,11,0.9998979568481444
552,11,11,0.9969483017921448
553,11,11,0.9927549958229064
554,11,11,0.9954503178596495
555,11,11,0.9997453093528748
556,11,11,0.9865165948867798
557,11,11,0.9996441602706908
558,11,11,0.9998507499694824
559,11,11,0.99958735704422
560,11,11,0.9990752935409546
561,11,11,0.9997605681419371
562,11,11,0.8825428485870361
563,11,11,0.9999254941940308
564,11,11,0.9976683259010316
565,11,11,0.995471715927124
566,11,11,0.9977329969406128
567,11,11,0.9946752786636353
568,11,11,0.9995573163032532
569,11,11,0.9984083771705629
570,11,11,0.9997149109840392
571,11,11,0.99727064371109
572,11,11,0.90861713886261
573,11,11,0.9994021654129028
574,11,11,0.999314785003662
575,11,11,0.9992276430130004
576,11,11,0.9999606609344482
577,11,11,0.9995310306549072
578,11,11,0.9950162768363952
579,11,11,0.9921926856040956
580,11,11,0.9922857284545898
581,11,11,0.9783662557601928
582,11,11,0.9999921321868896
583,11,11,0.999244213104248
584,11,11,0.9943698048591614
585,11,11,0.9995842576026917
586,11,11,0.9996851682662964
587,11,10,0.9829617142677308
588,11,11,0.9070415496826172
589,11,11,0.997553527355194
590,11,11,0.9992178678512572
591,11,11,0.9997939467430116
592,11,11,0.7956421375274658
593,11,11,0.9993509650230408
594,11,11,0.998929798603058
595,11,11,0.5504396557807922
596,11,11,0.9996125102043152
597,11,11,0.9989680051803588
598,11,11,0.9144425988197328
599,11,11,0.9993003606796264
600,12,12,0.9583969712257384
601,12,12,0.9999014139175416
602,12,12,0.998197615146637
603,12,12,0.999746024608612
604,12,12,0.9869656562805176
605,12,12,0.9929643869400024
606,12,12,0.9982043504714966
607,12,12,0.9920107126235962
608,12,12,0.9934364557266236
609,12,12,0.9993534684181212
610,12,18,0.6382559537887573
611,12,12,0.993063509464264
612,12,12,0.9822370409965516
613,12,12,0.9989511966705322
614,12,12,0.9995763897895812
615,12,12,0.4843681752681732
616,12,11,0.4303605258464813
617,12,12,0.996415376663208
618,12,12,0.3158846795558929
619,12,12,0.9991864562034608
620,12,12,0.9997779726982116
621,12,12,0.9994982481002808
622,12,12,0.9996070265769958
623,12,12,0.9978772401809692
624,12,12,0.9968785047531128
625,12,12,0.992699921131134
626,12,12,0.9894675612449646
627,12,12,0.9982813596725464
628,12,12,0.9996594190597534
629,12,12,0.9999063014984132
630,12,12,0.9310647249221802
631,12,12,0.9866920113563538
632,12,12,0.8439049124717712
633,12,12,0.9993494153022766
634,12,12,0.9992109537124634
635,12,12,0.9939905405044556
636,12,12,0.9906423687934875
637,12,12,0.9995797276496888
638,12,12,0.9967994689941406
639,12,12,0.9960293769836426
640,12,12,0.9205042719841005
641,12,12,0.998158037662506
642,12,12,0.998403012752533
643,12,12,0.9987242817878724
644,12,12,0.9910324215888976
645,12,12,0.967881977558136
646,12,13,0.4537246227264404
647,12,12,0.99234277009964
648,12,12,0.9991825222969056
649,12,12,0.9983538389205932
650,13,13,0.9994879961013794
651,13,13,0.9998457431793212
652,13,13,0.9994335770606996
653,13,13,0.9998420476913452
654,13,13,0.861744225025177
655,13,13,0.9989511966705322
656,13,13,0.9996439218521118
657,13,13,0.9939577579498292
658,13,13,0.9994078874588012
659,13,13,0.999890685081482
660,13,13,0.9999810457229614
661,13,13,0.99897038936615
662,13,13,0.9817644953727722
663,13,13,0.9994537234306335
664,13,13,0.9993160963058472
665,13,13,0.9998155236244202
666,13,13,0.9994425177574158
667,13,13,0.9995588660240172
668,13,13,0.9996089339256288
669,13,13,0.6707099080085754
670,13,13,0.9995926022529602
671,13,13,0.9997003078460692
672,13,13,0.9998576641082764
673,13,13,0.9998350143432616
674,13,13,0.9994428753852844
675,13,13,0.9980095028877258
676,13,13,0.7862637639045715
677,13,13,0.999579131603241
678,13,13,0.9999423027038574
679,13,13,0.9997398257255554
680,13,13,0.9874055981636048
681,13,13,0.9984887838363647
682,13,13,0.9994244575500488
683,13,13,0.9997380375862122
684,13,13,0.9997739195823668
685,13,13,0.9990990161895752
686,13,13,0.9987693428993224
687,13,13,0.9997780919075012
688,13,13,0.9984024167060852
689,13,13,0.9638242721557616
690,13,13,0.9968811273574828
691,13,13,0.9987199306488036
692,13,13,0.9992204904556274
693,13,13,0.9870421886444092
694,13,13,0.999982476234436
695,13,13,0.999619960784912
696,13,13,0.9990936517715454
697,13,13,0.9998486042022704
698,13,13,0.9995583891868592
699,13,13,0.9972952008247375
700,14,14,0.9992558360099792
701,14,14,0.9994656443595886
702,14,14,0.9984545707702636
703,14,14,0.944802224636078
704,14,11,0.7552321553230286
705,14,14,0.9992615580558776
706,14,14,0.9992842078208924
707,14,14,0.9997413754463196
708,14,14,0.9993122816085817
709,14,14,0.9892871379852296
710,14,14,0.9987567663192748
711,14,14,0.999138116836548
712,14,14,0.997307300567627
713,14,14,0.9995304346084596
714,14,14,0.7218939661979675
715,14,14,0.9990472197532654
716,14,14,0.9999338388442992
717,14,14,0.9974479675292968
718,14,14,0.9998089671134948
719,14,14,0.99960857629776
720,14,14,0.9985130429267884
721,14,94,0.6811984777450562
722,14,14,0.9997629523277284
723,14,14,0.9995865225791932
724,14,12,0.9853777885437012
725,14,14,0.6277332305908203
726,14,14,0.9973674416542052
727,14,14,0.9993029832839966
728,14,14,0.999936819076538
729,14,14,0.9956733584403992
730,14,14,0.9896822571754456
731,14,14,0.9978877902030944
732,14,14,0.9975662231445312
733,14,14,0.9986485838890076
734,14,14,0.9397518038749696
735,14,14,0.9835882186889648
736,14,14,0.9995526671409608
737,14,14,0.9294790625572203
738,14,14,0.9932467937469482
739,14,14,0.9997639060020448
740,14,14,0.9619628190994264
741,14,14,0.9995792508125304
742,14,14,0.9999327659606934
743,14,14,0.9989792704582214
744,14,14,0.997489094734192
745,14,14,0.9998254179954528
746,14,14,0.9987466335296632
747,14,14,0.9840997457504272
748,14,14,0.9967072606086732
749,14,14,0.9992809891700744
750,15,15,0.999716579914093
751,15,15,0.9717267751693726
752,15,15,0.9942129254341124
753,15,15,0.99966561794281
754,15,15,0.9992627501487732
755,15,15,0.9994398951530457
756,15,15,0.9895288348197936
757,15,15,0.9999922513961792
758,15,15,0.9985032081604004
759,15,15,0.9994980096817015
760,15,15,0.9995643496513368
761,15,15,0.9990609288215636
762,15,15,0.9997146725654602
763,15,15,0.999025821685791
764,15,15,0.999954104423523
765,15,15,0.8757732510566711
766,15,15,0.9999715089797974
767,15,15,0.9998571872711182
768,15,15,0.9868687987327576
769,15,15,0.5957849621772766
770,15,15,0.999680995941162
771,15,15,0.9816735982894896
772,15,15,0.9998016953468324
773,15,15,0.9997981190681458
774,15,15,0.9997977614402772
775,15,15,0.9999716281890868
776,15,15,0.9999345541000366
777,15,15,0.9994195699691772
778,15,15,0.9904819130897522
779,15,10,0.8368578553199768
780,15,15,0.9999785423278807
781,15,15,0.6184250712394714
782,15,15,0.9934766888618468
783,15,15,0.9999439716339112
784,15,15,0.99979168176651
785,15,15,0.9997133612632751
786,15,15,0.9999796152114868
787,15,15,0.9999231100082396
788,15,15,0.9999175071716307
789,15,15,0.9997618794441224
790,15,15,0.9998733997344972
791,15,15,0.9989936947822572
792,15,15,0.999902367591858
793,15,15,0.9998739957809448
794,15,15,0.9997088313102722
795,15,15,0.9919875860214232
796,15,10,0.903538167476654
797,15,15,0.9961888194084167
798,15,15,0.999486804008484
799,15,15,0.9994694590568542
800,16,16,0.998975157737732
801,16,16,0.9999712705612184
802,16,16,0.9986112117767334
803,16,16,0.9999568462371826
804,16,16,0.9913533329963684
805,16,15,0.3050276339054107
806,16,16,0.9999102354049684
807,16,16,0.9962928891181946
808,16,16,0.99999737739563
809,16,16,0.999739110469818
810,16,16,0.9987527132034302
811,16,94,0.969016134738922
812,16,16,0.9939033389091492
813,16,16,0.3627859055995941
814,16,16,0.9848904013633728
815,16,16,0.995544135570526
816,16,16,0.9997768998146056
817,16,16,0.9951475262641908
818,16,16,0.9995731711387634
819,16,16,0.9994901418685912
820,16,16,0.9928049445152284
821,16,16,0.4927164614200592
822,16,16,0.9999949932098388
823,16,16,0.9769538044929504
824,16,16,0.4499620199203491
825,16,16,0.999885320663452
826,16,16,0.9978578686714172
827,16,16,0.9999971389770508
828,16,16,0.9997270703315736
829,16,16,0.9603970050811768
830,16,16,0.964942753314972
831,16,16,0.9999645948410034
832,16,16,0.9966850876808168
833,16,16,0.9996578693389891
834,16,16,0.7104605436325073
835,16,16,0.9932286143302916
836,16,16,0.9993835687637328
837,16,16,0.9996249675750732
838,16,17,0.7655061483383179
839,16,16,0.9339559078216552
840,16,16,0.9999943971633912
841,16,16,0.3269703686237335
842,16,16,0.9088529348373412
843,16,18,0.4388723075389862
844,16,92,0.5731020569801331
845,16,16,0.984748899936676
846,16,16,0.9987037181854248
847,16,16,0.988372266292572
848,16,16,0.997511386871338
849,16,16,0.999923825263977
850,17,17,0.9999334812164308
851,17,17,0.9964700937271118
852,17,17,0.9873934984207152
853,17,17,0.9991563558578492
854,17,17,0.9985778331756592
855,17,17,0.997222065925598
856,17,17,0.999910831451416
857,17,17,0.9676278829574584
858,17,128,0.1312409490346908
859,17,17,0.9994083642959596
860,17,17,0.9997156262397766
861,17,17,0.9999788999557496
862,17,17,0.9999366998672484
863,17,17,0.9994120597839355
864,17,17,0.999693751335144
865,17,17,0.9998552799224854
866,17,17,0.999805510044098
867,17,17,0.9996421337127686
868,17,17,0.9783655405044556
869,17,17,0.9973452687263488
870,17,17,0.999350368976593
871,17,17,0.4550135135650635
872,17,17,0.710021436214447
873,17,10,0.536347508430481
874,17,18,0.9840471148490906
875,17,17,0.9980484247207642
876,17,17,0.9999712705612184
877,17,17,0.9999020099639891
878,17,17,0.9994779229164124
879,17,17,0.9999547004699708
880,17,17,0.7294926643371582
881,17,17,0.9999507665634156
882,17,17,0.9995524287223816
883,17,17,0.9998481273651124
884,17,17,0.999858856201172
885,17,17,0.9892724752426147
886,17,17,0.9999961853027344
887,17,17,0.993014931678772
888,17,17,0.9964768290519714
889,17,17,0.9998950958251952
890,17,17,0.9998538494110109
891,17,17,0.9987460374832152
892,17,17,0.9977460503578186
893,17,17,0.989596426486969
894,17,17,0.9998196959495544
895,17,17,0.9873260855674744
896,17,17,0.9998132586479188
897,17,17,0.9999595880508424
898,17,17,0.9923061728477478
899,17,17,0.9998111128807068
900,18,18,0.9583994746208192
901,18,18,0.9993632435798644
902,18,18,0.9778233766555786
903,18,18,0.9983212351799012
904,18,18,0.9997456669807434
905,18,18,0.9958840012550354
906,18,18,0.9997825026512146
907,18,18,0.9923811554908752
908,18,18,0.998295247554779
909,18,18,0.9621361494064332
910,18,18,0.9999507665634156
911,18,18,0.9672736525535583
912,18,18,0.9997158646583556
913,18,18,0.9620817303657532
914,18,18,0.9571541547775269
915,18,18,0.9981191754341124
916,18,18,0.4697960019111633
917,18,18,0.5575907826423645
918,18,18,0.9985101819038392
919,18,18,0.9998552799224854
920,18,18,0.9979670643806458
921,18,18,0.9608740210533142
922,18,18,0.9988645315170288
923,18,18,0.9959442019462584
924,18,18,0.9923803806304932
925,18,18,0.8484434485435486
926,18,18,0.9947633147239684
927,18,18,0.9990153312683104
928,18,18,0.9996209144592284
929,18,18,0.999020218849182
930,18,18,0.9994592070579528
931,18,18,0.999661922454834
932,18,18,0.999578297138214
933,18,18,0.9847217202186584
934,18,18,0.9989557266235352
935,18,18,0.9975757002830504
936,18,18,0.9374309182167052
937,18,18,0.9994354844093324
938,18,18,0.9861226081848145
939,18,18,0.9995736479759216
940,18,18,0.9981209635734558
941,18,18,0.9999172687530518
942,18,18,0.5877692699432373
